State,City,Date,Temperature (°C),Rainfall (mm),Humidity (%),Condition
Tripura,Agartala,2018-06-23,26.6,56.1,70.5,Rainy
Bihar,Bhagalpur,2018-06-22,24.0,42.4,86.9,Heavy Rain
Gujarat,Vadodara,2018-06-22,24.5,54.0,68.4,Heavy Rain
Kerala,Thiruvananthapuram,2018-06-21,23.9,153.3,77.4,Rainy
Jammu and Kashmir,Jammu,2018-06-21,27.1,112.1,66.3,Rainy
Arunachal Pradesh,Naharlagun,2018-06-20,29.2,169.7,93.8,Rainy
Assam,Guwahati,2018-06-20,27.2,34.5,79.0,Rainy
Goa,Margao,2018-06-20,26.7,154.7,94.3,Heavy Rain
Madhya Pradesh,Jabalpur,2018-06-20,32.4,117.4,71.6,Cloudy
Andhra Pradesh,Vijayawada,2018-06-19,30.3,137.5,91.7,Stormy
Karnataka,Mysuru,2018-06-19,29.3,58.8,73.2,Heavy Rain
Bihar,Patna,2018-06-18,26.2,165.3,74.8,Cloudy
Chhattisgarh,Raipur,2018-06-17,25.6,88.4,72.7,Heavy Rain
Tamil Nadu,Tiruchirappalli,2018-06-17,34.0,152.3,76.4,Stormy
Bihar,Gaya,2018-06-16,25.7,153.7,93.3,Cloudy
Karnataka,Hubballi,2018-06-15,32.0,72.6,87.0,Cloudy
Kerala,Kozhikode,2018-06-15,24.6,54.1,68.5,Rainy
Maharashtra,Aurangabad,2018-06-15,29.3,114.3,68.5,Stormy
Rajasthan,Jodhpur,2018-06-14,26.2,66.8,81.2,Heavy Rain
Madhya Pradesh,Bhopal,2018-06-13,32.0,94.8,79.1,Heavy Rain
Manipur,Imphal,2018-06-13,27.3,34.6,79.1,Cloudy
Karnataka,Bengaluru,2018-06-12,33.6,85.3,69.6,Rainy
Uttarakhand,Dehradun,2018-06-12,33.6,96.4,80.7,Heavy Rain
West Bengal,Howrah,2018-06-12,25.7,66.3,80.7,Stormy
Uttar Pradesh,Agra,2018-06-10,25.2,65.8,80.2,Cloudy
Himachal Pradesh,Dharamshala,2018-06-09,24.6,165.1,89.2,Stormy
Madhya Pradesh,Indore,2018-06-08,32.6,95.4,79.7,Cloudy
Chhattisgarh,Durg,2018-06-06,24.2,64.8,79.2,Heavy Rain
Delhi (NCT),New Delhi,2018-06-06,24.2,64.8,79.2,Heavy Rain
Goa,Panaji,2018-06-05,24.8,152.8,92.4,Rainy
Haryana,Gurugram,2018-06-05,25.8,55.3,69.7,Rainy
Rajasthan,Kota,2018-06-05,25.3,32.6,77.1,Cloudy
Tamil Nadu,Chennai,2018-06-03,32.7,62.2,76.6,Cloudy
Uttarakhand,Nainital,2018-06-03,33.2,96.0,80.3,Heavy Rain
Gujarat,Rajkot,2018-06-02,26.4,33.7,78.2,Rainy
Andhra Pradesh,Tirupati,2018-06-01,33.2,118.2,72.4,Cloudy
Jharkhand,Dhanbad,2018-06-01,28.5,58.0,72.4,Heavy Rain
Nagaland,Kohima,2018-06-01,31.7,39.0,83.5,Cloudy
Tamil Nadu,Coimbatore,2018-06-01,32.7,95.5,79.8,Stormy
Uttar Pradesh,Lucknow,2018-05-31,29.3,2.9,15.0,Dry
Jharkhand,Ranchi,2018-05-30,32.9,0.6,34.5,Sunny
Mizoram,Aizawl,2018-05-30,35.7,9.5,19.2,Dry
Arunachal Pradesh,Itanagar,2018-05-29,38.0,11.5,24.8,Sunny
Sikkim,Gangtok,2018-05-29,33.6,7.4,17.1,Clear
Uttar Pradesh,Kanpur,2018-05-29,35.8,3.4,38.5,Dry
Ladakh,Kargil,2018-05-29,36.9,4.7,37.4,Clear
Himachal Pradesh,Shimla,2018-05-28,42.0,3.5,27.7,Clear
Jharkhand,Jamshedpur,2018-05-28,41.1,8.7,43.8,Sunny
West Bengal,Siliguri,2018-05-28,33.7,1.3,36.4,Clear
Ladakh,Leh,2018-05-28,40.9,8.8,40.3,Sunny
Punjab,Chandigarh,2018-05-26,43.0,10.7,44.6,Hot
Telangana,Warangal,2018-05-26,36.0,9.7,20.6,Sunny
Gujarat,Ahmedabad,2018-05-25,40.9,8.6,42.5,Sunny
Assam,Silchar,2018-05-23,39.1,6.9,39.6,Sunny
Haryana,Faridabad,2018-05-23,40.4,8.1,42.0,Dry
Karnataka,Mangaluru,2018-05-23,30.6,10.3,33.3,Dry
Nagaland,Dimapur,2018-05-23,33.0,0.7,34.6,Hot
Uttarakhand,Haridwar,2018-05-23,41.7,9.3,44.4,Clear
Andhra Pradesh,Guntur,2018-05-22,43.3,10.9,46.0,Clear
Gujarat,Surat,2018-05-21,42.3,10.1,42.8,Sunny
Odisha,Cuttack,2018-05-21,31.6,5.4,15.1,Clear
Punjab,Jalandhar,2018-05-21,32.5,0.2,34.1,Sunny
Telangana,Nizamabad,2018-05-21,44.5,6.1,29.1,Hot
Himachal Pradesh,Manali,2018-05-20,40.0,1.5,25.7,Clear
West Bengal,Darjeeling,2018-05-20,32.1,5.7,17.8,Dry
Rajasthan,Jaipur,2018-05-19,35.7,3.4,37.3,Sunny
Rajasthan,Udaipur,2018-05-19,28.7,2.4,48.4,Dry
Telangana,Hyderabad,2018-05-19,44.0,5.6,28.6,Sunny
Andhra Pradesh,Visakhapatnam,2018-05-18,41.2,8.6,46.1,Hot
Tamil Nadu,Madurai,2018-05-18,44.7,0.3,46.3,Clear
Maharashtra,Pune,2018-05-17,35.2,2.9,36.8,Dry
Tripura,Agartala,2018-05-17,35.2,2.9,36.8,Dry
Gujarat,Vadodara,2018-05-16,33.1,0.8,34.7,Clear
Kerala,Thiruvananthapuram,2018-05-15,41.9,3.3,28.7,Dry
Jammu and Kashmir,Jammu,2018-05-15,36.9,10.5,22.6,Dry
Arunachal Pradesh,Naharlagun,2018-05-14,40.2,7.6,45.1,Dry
Assam,Guwahati,2018-05-14,31.7,5.5,15.2,Dry
Goa,Margao,2018-05-14,41.1,9.0,40.5,Clear
Madhya Pradesh,Jabalpur,2018-05-14,42.2,3.7,27.9,Sunny
Andhra Pradesh,Vijayawada,2018-05-13,44.2,11.7,48.0,Hot
Karnataka,Mysuru,2018-05-13,37.9,5.6,39.5,Clear
Bihar,Patna,2018-05-12,33.6,7.5,16.0,Sunny
Chhattisgarh,Raipur,2018-05-11,31.3,11.0,34.0,Clear
Tamil Nadu,Tiruchirappalli,2018-05-11,40.9,2.3,27.7,Hot
Bihar,Gaya,2018-05-10,40.1,8.0,39.5,Sunny
Karnataka,Hubballi,2018-05-09,33.6,7.3,18.2,Sunny
Kerala,Kozhikode,2018-05-09,33.2,0.9,34.8,Dry
Maharashtra,Aurangabad,2018-05-09,39.1,0.6,24.8,Hot
Rajasthan,Jodhpur,2018-05-08,45.9,1.5,47.5,Clear
Madhya Pradesh,Bhopal,2018-05-07,37.7,5.3,40.4,Clear
Manipur,Imphal,2018-05-07,31.8,5.6,15.3,Sunny
Karnataka,Bengaluru,2018-05-06,28.2,7.9,30.9,Dry
Uttarakhand,Dehradun,2018-05-06,39.3,6.9,42.0,Clear
West Bengal,Howrah,2018-05-06,45.4,1.0,47.0,Hot
Uttar Pradesh,Agra,2018-05-04,44.9,0.5,46.5,Sunny
Himachal Pradesh,Dharamshala,2018-05-03,35.6,3.0,40.5,Hot
Delhi (NCT),Rohini,2018-05-03,42.4,4.1,25.9,Clear
Madhya Pradesh,Indore,2018-05-02,38.3,5.9,41.0,Sunny
Chhattisgarh,Durg,2018-04-30,43.9,11.6,45.5,Clear
Delhi (NCT),New Delhi,2018-04-30,43.9,11.6,45.5,Clear
Goa,Panaji,2018-04-29,39.2,7.1,38.6,Dry
Haryana,Gurugram,2018-04-29,34.4,2.1,36.0,Dry
Rajasthan,Kota,2018-04-29,29.8,3.6,48.4,Sunny
Tamil Nadu,Chennai,2018-04-27,41.3,9.0,42.9,Sunny
Uttarakhand,Nainital,2018-04-27,38.9,6.5,41.6,Clear
Gujarat,Rajkot,2018-04-26,30.9,4.7,49.5,Dry
Andhra Pradesh,Tirupati,2018-04-25,43.0,4.5,28.7,Sunny
Jharkhand,Dhanbad,2018-04-25,37.1,4.8,38.7,Clear
Nagaland,Kohima,2018-04-25,36.2,10.0,19.7,Sunny
Tamil Nadu,Coimbatore,2018-04-25,38.4,6.0,41.1,Hot
Uttar Pradesh,Lucknow,2018-04-24,43.7,11.3,46.4,Clear
Jharkhand,Ranchi,2018-04-23,29.2,9.0,30.8,Dry
Mizoram,Aizawl,2018-04-23,32.0,5.8,15.5,Clear
Arunachal Pradesh,Itanagar,2018-04-22,34.3,7.8,21.1,Dry
Sikkim,Gangtok,2018-04-22,29.9,3.7,48.5,Hot
Uttar Pradesh,Kanpur,2018-04-22,32.1,11.8,34.8,Clear
Ladakh,Kargil,2018-04-22,33.2,1.0,33.7,Hot
Himachal Pradesh,Shimla,2018-04-21,38.3,11.9,24.0,Hot
Jharkhand,Jamshedpur,2018-04-21,37.4,5.0,40.1,Dry
West Bengal,Siliguri,2018-04-21,30.0,9.7,32.7,Hot
Ladakh,Leh,2018-04-21,37.2,5.1,36.6,Dry
Punjab,Chandigarh,2018-04-19,39.3,7.0,40.9,Sunny
Telangana,Warangal,2018-04-19,32.3,6.0,16.9,Dry
Gujarat,Ahmedabad,2018-04-18,37.2,4.9,38.8,Dry
Assam,Silchar,2018-04-16,35.4,3.2,35.9,Dry
Haryana,Faridabad,2018-04-16,36.7,4.4,38.3,Clear
Karnataka,Mangaluru,2018-04-16,45.0,6.6,29.6,Clear
Nagaland,Dimapur,2018-04-16,29.3,9.1,30.9,Sunny
Uttarakhand,Haridwar,2018-04-16,38.0,5.6,40.7,Hot
Andhra Pradesh,Guntur,2018-04-15,39.6,7.2,42.3,Hot
Gujarat,Surat,2018-04-14,38.6,6.4,39.1,Dry
Odisha,Cuttack,2018-04-14,46.0,1.7,46.5,Hot
Punjab,Jalandhar,2018-04-14,28.8,8.6,30.4,Dry
Telangana,Nizamabad,2018-04-14,40.8,2.4,25.4,Sunny
Himachal Pradesh,Manali,2018-04-13,36.3,9.9,22.0,Hot
West Bengal,Darjeeling,2018-04-13,28.4,2.0,49.2,Clear
Rajasthan,Jaipur,2018-04-12,32.0,11.8,33.6,Dry
Rajasthan,Udaipur,2018-04-12,43.1,10.8,44.7,Clear
Telangana,Hyderabad,2018-04-12,40.3,1.9,24.9,Dry
Andhra Pradesh,Visakhapatnam,2018-04-11,37.5,4.9,42.4,Sunny
Tamil Nadu,Madurai,2018-04-11,41.0,8.7,42.6,Hot
Maharashtra,Pune,2018-04-10,31.5,11.3,33.1,Clear
Tripura,Agartala,2018-04-10,31.5,11.3,33.1,Clear
Gujarat,Vadodara,2018-04-09,29.4,9.2,31.0,Hot
Kerala,Thiruvananthapuram,2018-04-08,38.2,11.7,25.0,Clear
Jammu and Kashmir,Jammu,2018-04-08,33.2,6.8,18.9,Clear
Arunachal Pradesh,Naharlagun,2018-04-07,36.5,3.9,41.4,Clear
Assam,Guwahati,2018-04-07,28.0,1.8,46.6,Clear
Goa,Margao,2018-04-07,37.4,5.3,36.8,Hot
Madhya Pradesh,Jabalpur,2018-04-07,38.5,0.0,24.2,Dry
Punjab,Amritsar,2018-04-07,39.6,1.3,23.1,Clear
Andhra Pradesh,Vijayawada,2018-04-06,40.5,8.0,44.3,Sunny
Karnataka,Mysuru,2018-04-06,34.2,1.9,35.8,Hot
Bihar,Patna,2018-04-05,29.9,3.8,47.4,Dry
Chhattisgarh,Raipur,2018-04-04,45.7,7.3,30.3,Hot
Tamil Nadu,Tiruchirappalli,2018-04-04,37.2,10.7,24.0,Sunny
Bihar,Gaya,2018-04-03,36.4,4.3,35.8,Dry
Karnataka,Hubballi,2018-04-02,29.9,3.6,49.6,Dry
Kerala,Kozhikode,2018-04-02,29.5,9.3,31.1,Clear
Maharashtra,Aurangabad,2018-04-02,35.4,9.0,21.1,Sunny
Rajasthan,Jodhpur,2018-04-01,42.2,9.9,43.8,Hot
Madhya Pradesh,Bhopal,2018-03-31,34.0,1.6,36.7,Hot
Manipur,Imphal,2018-03-31,28.1,1.9,46.7,Dry
Karnataka,Bengaluru,2018-03-30,42.6,4.2,27.2,Clear
Uttarakhand,Dehradun,2018-03-30,35.6,3.2,38.3,Hot
West Bengal,Howrah,2018-03-30,41.7,9.4,43.3,Sunny
Uttar Pradesh,Agra,2018-03-28,41.2,8.9,42.8,Dry
Himachal Pradesh,Dharamshala,2018-03-27,31.9,11.4,36.8,Sunny
Delhi (NCT),Rohini,2018-03-27,38.7,0.4,22.2,Hot
Madhya Pradesh,Indore,2018-03-26,34.6,2.2,37.3,Dry
Chhattisgarh,Durg,2018-03-24,40.2,7.9,41.8,Hot
Delhi (NCT),New Delhi,2018-03-24,40.2,7.9,41.8,Hot
Goa,Panaji,2018-03-23,35.5,3.4,34.9,Clear
Haryana,Gurugram,2018-03-23,30.7,10.5,32.3,Clear
Rajasthan,Kota,2018-03-23,44.2,12.0,44.7,Dry
Tamil Nadu,Chennai,2018-03-21,37.6,5.3,39.2,Dry
Uttarakhand,Nainital,2018-03-21,35.2,2.8,37.9,Hot
Gujarat,Rajkot,2018-03-20,45.3,1.0,45.8,Clear
Andhra Pradesh,Tirupati,2018-03-19,39.3,0.8,25.0,Dry
Jharkhand,Dhanbad,2018-03-19,33.4,1.1,35.0,Hot
Nagaland,Kohima,2018-03-19,32.5,6.3,16.0,Dry
Tamil Nadu,Coimbatore,2018-03-19,34.7,2.3,37.4,Sunny
Uttar Pradesh,Lucknow,2018-03-18,40.0,7.6,42.7,Hot
Jharkhand,Ranchi,2018-03-17,43.6,5.3,27.1,Clear
Mizoram,Aizawl,2018-03-17,28.3,2.1,46.9,Hot
Arunachal Pradesh,Itanagar,2018-03-16,30.6,4.1,17.4,Clear
Sikkim,Gangtok,2018-03-16,44.3,0.0,44.8,Sunny
Uttar Pradesh,Kanpur,2018-03-16,28.4,8.1,31.1,Hot
Ladakh,Kargil,2018-03-16,29.5,9.4,30.0,Sunny
Himachal Pradesh,Shimla,2018-03-15,34.6,8.2,20.3,Sunny
Jharkhand,Jamshedpur,2018-03-15,33.7,1.3,36.4,Clear
West Bengal,Siliguri,2018-03-15,44.4,6.0,29.0,Sunny
Ladakh,Leh,2018-03-15,33.5,1.4,32.9,Clear
Punjab,Chandigarh,2018-03-13,35.6,3.3,37.2,Dry
Telangana,Warangal,2018-03-13,28.6,2.3,48.3,Clear
Gujarat,Ahmedabad,2018-03-12,33.5,1.2,35.1,Clear
Assam,Silchar,2018-03-10,31.7,11.6,32.2,Clear
Haryana,Faridabad,2018-03-10,33.0,0.7,34.6,Hot
Karnataka,Mangaluru,2018-03-10,41.3,2.9,25.9,Hot
Nagaland,Dimapur,2018-03-10,43.7,5.4,27.2,Dry
Uttarakhand,Haridwar,2018-03-10,34.3,1.9,37.0,Sunny
Andhra Pradesh,Guntur,2018-03-09,35.9,3.5,38.6,Sunny
Gujarat,Surat,2018-03-08,34.9,2.7,35.4,Clear
Odisha,Cuttack,2018-03-08,42.3,10.1,42.8,Sunny
Punjab,Jalandhar,2018-03-08,43.2,4.9,26.7,Clear
Telangana,Nizamabad,2018-03-08,37.1,10.8,21.7,Dry
Himachal Pradesh,Manali,2018-03-07,32.6,6.2,18.3,Sunny
West Bengal,Darjeeling,2018-03-07,42.8,10.4,45.5,Hot
Rajasthan,Jaipur,2018-03-06,28.3,8.1,29.9,Clear
Rajasthan,Udaipur,2018-03-06,39.4,7.1,41.0,Hot
Telangana,Hyderabad,2018-03-06,36.6,10.3,21.2,Clear
Andhra Pradesh,Visakhapatnam,2018-03-05,33.8,1.2,38.7,Dry
Tamil Nadu,Madurai,2018-03-05,37.3,5.0,38.9,Sunny
Maharashtra,Pune,2018-03-04,45.9,7.6,29.4,Hot
Tripura,Agartala,2018-03-04,45.9,7.6,29.4,Hot
Gujarat,Vadodara,2018-03-03,43.8,5.5,27.3,Sunny
Kerala,Thiruvananthapuram,2018-03-02,34.5,8.0,21.3,Hot
Jammu and Kashmir,Jammu,2018-03-02,29.5,3.1,15.2,Hot
Arunachal Pradesh,Naharlagun,2018-03-01,32.8,0.2,37.7,Hot
Assam,Guwahati,2018-03-01,42.4,10.2,42.9,Hot
Goa,Margao,2018-03-01,33.7,1.6,33.1,Sunny
Madhya Pradesh,Jabalpur,2018-03-01,34.8,8.4,20.5,Clear
Punjab,Amritsar,2018-03-01,35.9,9.7,19.4,Hot
Andhra Pradesh,Vijayawada,2018-02-28,11.1,6.7,55.6,Clear
Karnataka,Mysuru,2018-02-28,22.4,0.9,47.1,Sunny
Bihar,Patna,2018-02-27,17.8,7.1,58.7,Cloudy
Chhattisgarh,Raipur,2018-02-26,16.0,6.2,41.6,Sunny
Tamil Nadu,Tiruchirappalli,2018-02-26,25.9,5.3,35.3,Clear
Bihar,Gaya,2018-02-25,24.2,3.6,47.1,Cloudy
Karnataka,Hubballi,2018-02-24,18.2,6.6,60.9,Cloudy
Kerala,Kozhikode,2018-02-24,17.7,4.3,42.4,Foggy
Maharashtra,Aurangabad,2018-02-24,23.9,7.8,32.4,Clear
Rajasthan,Jodhpur,2018-02-23,12.4,0.8,55.1,Sunny
Madhya Pradesh,Bhopal,2018-02-22,22.4,4.5,48.0,Sunny
Manipur,Imphal,2018-02-22,16.2,1.0,58.0,Cloudy
Karnataka,Bengaluru,2018-02-21,12.9,3.1,38.5,Foggy
Uttarakhand,Dehradun,2018-02-21,24.0,6.1,49.6,Sunny
West Bengal,Howrah,2018-02-21,11.9,0.3,54.6,Clear
Uttar Pradesh,Agra,2018-02-19,11.4,7.9,54.1,Cloudy
Himachal Pradesh,Dharamshala,2018-02-18,20.7,1.9,48.1,Clear
Delhi (NCT),Rohini,2018-02-18,8.8,3.5,33.5,Sunny
Madhya Pradesh,Indore,2018-02-17,23.0,5.1,48.6,Cloudy
Jammu and Kashmir,Srinagar,2018-02-16,16.0,3.5,60.5,Sunny
Chhattisgarh,Durg,2018-02-15,10.4,6.9,53.1,Sunny
Delhi (NCT),New Delhi,2018-02-15,10.4,6.9,53.1,Sunny
Goa,Panaji,2018-02-14,23.3,2.7,46.2,Foggy
Haryana,Gurugram,2018-02-14,18.9,5.5,43.6,Foggy
Rajasthan,Kota,2018-02-14,14.2,7.1,56.0,Cloudy
Tamil Nadu,Chennai,2018-02-12,25.8,4.3,50.5,Cloudy
Uttarakhand,Nainital,2018-02-12,23.6,5.7,49.2,Sunny
Gujarat,Rajkot,2018-02-11,15.3,0.1,57.1,Foggy
Uttar Pradesh,Varanasi,2018-02-11,18.8,2.7,62.4,Sunny
Andhra Pradesh,Tirupati,2018-02-10,9.8,3.6,36.3,Cloudy
Jharkhand,Dhanbad,2018-02-10,21.6,0.1,46.3,Sunny
Nagaland,Kohima,2018-02-10,20.6,5.4,62.4,Cloudy
Tamil Nadu,Coimbatore,2018-02-10,23.1,5.2,48.7,Clear
Uttar Pradesh,Lucknow,2018-02-09,10.4,2.4,54.0,Sunny
Jharkhand,Ranchi,2018-02-08,13.7,0.3,38.4,Foggy
Mizoram,Aizawl,2018-02-08,16.4,1.2,58.2,Sunny
Arunachal Pradesh,Itanagar,2018-02-07,19.3,6.8,63.8,Foggy
Sikkim,Gangtok,2018-02-07,14.3,7.2,56.1,Clear
Uttar Pradesh,Kanpur,2018-02-07,16.8,7.0,42.4,Sunny
Ladakh,Kargil,2018-02-07,17.5,0.5,41.3,Clear
Himachal Pradesh,Shimla,2018-02-06,23.1,7.0,31.6,Clear
Jharkhand,Jamshedpur,2018-02-06,22.1,4.2,47.7,Foggy
West Bengal,Siliguri,2018-02-06,14.7,4.9,40.3,Clear
Ladakh,Leh,2018-02-06,21.3,0.7,44.2,Foggy
Punjab,Chandigarh,2018-02-04,23.8,2.3,48.5,Cloudy
Telangana,Warangal,2018-02-04,16.9,5.3,59.6,Foggy
Gujarat,Ahmedabad,2018-02-03,21.7,0.2,46.4,Foggy
Assam,Silchar,2018-02-01,19.7,2.7,43.5,Foggy
Haryana,Faridabad,2018-02-01,21.2,7.8,45.9,Sunny
Karnataka,Mangaluru,2018-02-01,11.6,1.8,37.2,Sunny
Nagaland,Dimapur,2018-02-01,13.8,0.4,38.5,Cloudy
Uttarakhand,Haridwar,2018-02-01,22.7,4.8,48.3,Clear
Andhra Pradesh,Guntur,2018-01-31,24.3,6.4,49.9,Clear
Gujarat,Surat,2018-01-30,22.9,5.9,46.7,Foggy
Odisha,Cuttack,2018-01-30,12.3,5.2,54.1,Clear
Punjab,Jalandhar,2018-01-30,13.3,8.0,38.0,Foggy
Telangana,Nizamabad,2018-01-30,25.4,5.7,33.0,Cloudy
Himachal Pradesh,Manali,2018-01-29,21.1,5.0,64.7,Clear
Rajasthan,Jaipur,2018-01-28,16.5,3.1,41.2,Foggy
Rajasthan,Udaipur,2018-01-28,9.6,6.1,52.3,Sunny
Telangana,Hyderabad,2018-01-28,24.9,5.2,32.5,Foggy
Andhra Pradesh,Visakhapatnam,2018-01-27,22.6,3.8,50.0,Cloudy
Tamil Nadu,Madurai,2018-01-27,25.5,4.0,50.2,Clear
Maharashtra,Pune,2018-01-26,16.0,2.6,40.7,Sunny
Tripura,Agartala,2018-01-26,16.0,2.6,40.7,Sunny
Gujarat,Vadodara,2018-01-25,13.9,0.5,38.6,Clear
Kerala,Thiruvananthapuram,2018-01-24,23.2,2.6,32.6,Sunny
Jammu and Kashmir,Jammu,2018-01-24,18.0,1.9,61.6,Sunny
Arunachal Pradesh,Naharlagun,2018-01-23,21.6,2.8,49.0,Sunny
Assam,Guwahati,2018-01-23,12.4,5.3,54.2,Sunny
Goa,Margao,2018-01-23,21.5,0.9,44.4,Clear
Madhya Pradesh,Jabalpur,2018-01-23,23.3,7.2,31.8,Foggy
Punjab,Amritsar,2018-01-23,24.0,0.7,30.7,Sunny
Andhra Pradesh,Vijayawada,2018-01-22,25.4,3.0,51.9,Cloudy
Karnataka,Mysuru,2018-01-22,18.7,5.3,43.4,Clear
Bihar,Patna,2018-01-21,14.1,3.4,55.0,Foggy
Chhattisgarh,Raipur,2018-01-20,12.3,2.5,37.9,Clear
Tamil Nadu,Tiruchirappalli,2018-01-20,22.2,1.6,31.6,Cloudy
Bihar,Gaya,2018-01-19,20.5,8.0,43.4,Foggy
Odisha,Rourkela,2018-01-19,23.0,7.8,64.8,Cloudy
Karnataka,Hubballi,2018-01-18,14.5,2.9,57.2,Foggy
Kerala,Kozhikode,2018-01-18,14.0,0.6,38.7,Sunny
Maharashtra,Aurangabad,2018-01-18,20.2,4.1,63.8,Cloudy
Rajasthan,Jodhpur,2018-01-17,8.7,5.2,51.4,Clear
Madhya Pradesh,Bhopal,2018-01-16,18.7,0.8,44.3,Clear
Manipur,Imphal,2018-01-16,12.5,5.4,54.3,Foggy
Karnataka,Bengaluru,2018-01-15,9.2,7.5,34.8,Sunny
Uttarakhand,Dehradun,2018-01-15,20.3,2.4,45.9,Clear
West Bengal,Howrah,2018-01-15,8.2,4.7,50.9,Cloudy
Uttar Pradesh,Agra,2018-01-13,25.7,4.2,50.4,Foggy
Himachal Pradesh,Dharamshala,2018-01-12,17.0,6.3,44.4,Cloudy
Delhi (NCT),Rohini,2018-01-12,23.1,7.9,64.9,Clear
Madhya Pradesh,Indore,2018-01-11,19.3,1.4,44.9,Foggy
Jammu and Kashmir,Srinagar,2018-01-10,12.3,7.9,56.8,Clear
Chhattisgarh,Durg,2018-01-09,24.7,3.2,49.4,Clear
Delhi (NCT),New Delhi,2018-01-09,24.7,3.2,49.4,Clear
Goa,Panaji,2018-01-08,19.6,7.1,42.5,Sunny
Haryana,Gurugram,2018-01-08,15.2,1.8,39.9,Sunny
Rajasthan,Kota,2018-01-08,10.5,3.4,52.3,Foggy
Tamil Nadu,Chennai,2018-01-06,22.1,0.6,46.8,Foggy
Uttarakhand,Nainital,2018-01-06,19.9,2.0,45.5,Clear
Gujarat,Rajkot,2018-01-05,11.6,4.5,53.4,Sunny
Uttar Pradesh,Varanasi,2018-01-05,15.1,7.1,58.7,Clear
Andhra Pradesh,Tirupati,2018-01-04,24.1,8.0,32.6,Foggy
Jharkhand,Dhanbad,2018-01-04,17.9,4.5,42.6,Clear
Nagaland,Kohima,2018-01-04,16.9,1.7,58.7,Foggy
Tamil Nadu,Coimbatore,2018-01-04,19.4,1.5,45.0,Cloudy
Uttar Pradesh,Lucknow,2018-01-03,24.7,6.8,50.3,Clear
Jharkhand,Ranchi,2018-01-02,10.0,4.7,34.7,Sunny
Mizoram,Aizawl,2018-01-02,12.7,5.6,54.5,Clear
Arunachal Pradesh,Itanagar,2018-01-01,15.6,3.1,60.1,Sunny
Sikkim,Gangtok,2018-01-01,10.6,3.5,52.4,Cloudy
Uttar Pradesh,Kanpur,2018-01-01,13.1,3.3,38.7,Clear
Ladakh,Kargil,2018-01-01,13.8,4.9,37.6,Cloudy
Himachal Pradesh,Shimla,2017-12-31,19.4,3.3,63.0,Cloudy
Jharkhand,Jamshedpur,2017-12-31,18.4,0.5,44.0,Sunny
West Bengal,Siliguri,2017-12-31,11.0,1.2,36.6,Cloudy
Ladakh,Leh,2017-12-31,17.6,5.1,40.5,Sunny
Punjab,Chandigarh,2017-12-29,20.1,6.7,44.8,Foggy
Uttar Pradesh,Noida,2017-12-29,17.4,5.8,60.1,Cloudy
Gujarat,Ahmedabad,2017-12-28,18.0,4.6,42.7,Sunny
Assam,Silchar,2017-12-26,16.0,7.1,39.8,Sunny
Haryana,Faridabad,2017-12-26,17.5,4.1,42.2,Clear
Karnataka,Mangaluru,2017-12-26,25.9,6.2,33.5,Clear
Nagaland,Dimapur,2017-12-26,10.1,4.8,34.8,Foggy
Uttarakhand,Haridwar,2017-12-26,19.0,1.1,44.6,Cloudy
Andhra Pradesh,Guntur,2017-12-25,20.6,2.7,46.2,Cloudy
Gujarat,Surat,2017-12-24,19.2,2.2,43.0,Sunny
Odisha,Cuttack,2017-12-24,8.6,1.5,50.4,Cloudy
Punjab,Jalandhar,2017-12-24,9.6,4.3,34.3,Sunny
Telangana,Nizamabad,2017-12-24,21.7,2.0,64.4,Foggy
Himachal Pradesh,Manali,2017-12-23,17.4,1.3,61.0,Cloudy
Rajasthan,Jaipur,2017-12-22,12.8,7.5,37.5,Sunny
Rajasthan,Udaipur,2017-12-22,23.9,2.4,48.6,Clear
Telangana,Hyderabad,2017-12-22,21.2,1.5,63.9,Sunny
Andhra Pradesh,Visakhapatnam,2017-12-21,18.9,0.1,46.3,Foggy
Tamil Nadu,Madurai,2017-12-21,21.8,0.3,46.5,Cloudy
Maharashtra,Pune,2017-12-20,12.3,7.0,37.0,Clear
Tripura,Agartala,2017-12-20,12.3,7.0,37.0,Clear
Gujarat,Vadodara,2017-12-19,10.2,4.9,34.9,Cloudy
Kerala,Thiruvananthapuram,2017-12-18,19.5,7.0,64.0,Clear
Jammu and Kashmir,Jammu,2017-12-18,14.3,6.3,57.9,Clear
Arunachal Pradesh,Naharlagun,2017-12-17,17.9,7.2,45.3,Clear
Assam,Guwahati,2017-12-17,8.7,1.6,50.5,Clear
Goa,Margao,2017-12-17,17.8,5.3,40.7,Cloudy
Madhya Pradesh,Jabalpur,2017-12-17,19.6,3.5,63.2,Sunny
Punjab,Amritsar,2017-12-17,20.3,5.1,62.1,Clear
Andhra Pradesh,Vijayawada,2017-12-16,21.7,7.4,48.2,Foggy
Karnataka,Mysuru,2017-12-16,15.0,1.6,39.7,Cloudy
Bihar,Patna,2017-12-15,10.4,7.8,51.3,Sunny
Chhattisgarh,Raipur,2017-12-14,8.6,6.9,34.2,Cloudy
Tamil Nadu,Tiruchirappalli,2017-12-14,18.5,6.0,63.0,Foggy
Bihar,Gaya,2017-12-13,16.8,4.3,39.7,Sunny
Odisha,Rourkela,2017-12-13,19.3,4.1,61.1,Foggy
Karnataka,Hubballi,2017-12-12,10.8,7.3,53.5,Sunny
